2.296594340000000045e+01 1.700429416000000060e+02
2.296594340000000045e+01 1.650504699999999900e+02
2.296594340000000045e+01 1.600579730000000040e+02
2.296594340000000045e+01 1.400679443999999876e+02
2.296594340000000045e+01 1.350754473999999732e+02
2.296594340000000045e+01 1.300829758000000140e+02
2.296594340000000045e+01 7.402418520000000512e+01
2.296594340000000045e+01 6.903171360000000334e+01
2.296594340000000045e+01 6.403921659999998894e+01
2.296594340000000045e+01 4.402500719999999745e+01
2.296594340000000045e+01 3.903251019999999727e+01
2.296594340000000045e+01 3.404003860000000259e+01
3.394999560000000116e+01 3.404003860000000259e+01
3.396594679999999755e+01 3.903251019999999727e+01
3.396594679999999755e+01 4.402500719999999745e+01
3.394999560000000116e+01 6.403921659999998894e+01
3.396594679999999755e+01 6.903171360000000334e+01
3.396594679999999755e+01 7.402418520000000512e+01
3.394999560000000116e+01 1.300829758000000140e+02
3.396594679999999755e+01 1.350754473999999732e+02
3.396594679999999755e+01 1.400679443999999876e+02
3.394999560000000116e+01 1.600579730000000040e+02
3.396594679999999755e+01 1.650504699999999900e+02
3.396594679999999755e+01 1.700429416000000060e+02
5.795970120000000492e+01 1.700429416000000060e+02
5.795970120000000492e+01 1.650504699999999900e+02
5.795970120000000492e+01 1.600579730000000040e+02
5.795970120000000492e+01 1.400679443999999876e+02
5.795970120000000492e+01 1.350754473999999732e+02
5.795970120000000492e+01 1.300829758000000140e+02
5.795970120000000492e+01 7.402418520000000512e+01
5.795970120000000492e+01 6.903171360000000334e+01
5.795970120000000492e+01 6.403921659999998894e+01
5.795970120000000492e+01 4.402500719999999745e+01
5.795970120000000492e+01 3.903251019999999727e+01
5.795970120000000492e+01 3.404003860000000259e+01
6.894375339999999142e+01 3.404003860000000259e+01
6.895970459999999491e+01 3.903251019999999727e+01
6.895970459999999491e+01 4.402500719999999745e+01
6.894375339999999142e+01 6.403921659999998894e+01
6.895970459999999491e+01 6.903171360000000334e+01
6.895970459999999491e+01 7.402418520000000512e+01
6.894375339999999142e+01 1.300829758000000140e+02
6.895970459999999491e+01 1.350754473999999732e+02
6.895970459999999491e+01 1.400679443999999876e+02
6.894375339999999142e+01 1.600579730000000040e+02
6.895970459999999491e+01 1.650504699999999900e+02
6.895970459999999491e+01 1.700429416000000060e+02
1.349659479999999974e+02 1.700429416000000060e+02
1.349659479999999974e+02 1.650504699999999900e+02
1.349659479999999974e+02 1.600579730000000040e+02
1.349659479999999974e+02 1.400679443999999876e+02
1.349659479999999974e+02 1.350754473999999732e+02
1.349659479999999974e+02 1.300829758000000140e+02
1.349659479999999974e+02 7.402418520000000512e+01
1.349659479999999974e+02 6.903171360000000334e+01
1.349659479999999974e+02 6.403921659999998894e+01
1.349659479999999974e+02 4.402500719999999745e+01
1.349659479999999974e+02 3.903251019999999727e+01
1.349659479999999974e+02 3.404003860000000259e+01
1.459500002000000052e+02 3.404003860000000259e+01
1.459659513999999945e+02 3.903251019999999727e+01
1.459659513999999945e+02 4.402500719999999745e+01
1.459500002000000052e+02 6.403921659999998894e+01
1.459659513999999945e+02 6.903171360000000334e+01
1.459659513999999945e+02 7.402418520000000512e+01
1.459500002000000052e+02 1.300829758000000140e+02
1.459659513999999945e+02 1.350754473999999732e+02
1.459659513999999945e+02 1.400679443999999876e+02
1.459500002000000052e+02 1.600579730000000040e+02
1.459659513999999945e+02 1.650504699999999900e+02
1.459659513999999945e+02 1.700429416000000060e+02
